"행정구역","2025년03월_총인구수","2025년03월_세대수","2025년03월_세대당 인구","2025년03월_남자 인구수","2025년03월_여자 인구수","2025년03월_남여 비율"
"서울특별시 구로구 구로제3동(1153054000)","22,910","13,638","          1.68","11,834","11,076","          1.07"
"서울특별시 구로구 구로제4동(1153055000)","18,025","10,145","          1.78","8,628","9,397","          0.92"
"서울특별시 구로구 구로제5동(1153056000)","28,892","15,701","          1.84","14,071","14,821","          0.95"
"서울특별시 구로구 가리봉동(1153059500)","8,711","6,037","          1.44","4,794","3,917","          1.22"
"서울특별시 구로구 고척제1동(1153072000)","26,427","11,679","          2.26","13,145","13,282","          0.99"
"서울특별시 구로구 고척제2동(1153073000)","25,302","11,394","          2.22","12,424","12,878","          0.96"
"서울특별시 구로구 개봉제1동(1153074000)","33,207","15,248","          2.18","16,436","16,771","          0.98"
"서울특별시 구로구 개봉제2동(1153075000)","29,000","12,169","          2.38","13,995","15,005","          0.93"
"서울특별시 구로구 개봉제3동(1153076000)","19,070","8,603","          2.22","9,220","9,850","          0.94"
"서울특별시 구로구 오류제1동(1153077000)","22,616","12,956","          1.75","10,788","11,828","          0.91"
"서울특별시 구로구 오류제2동(1153078000)","35,843","15,395","          2.33","17,034","18,809","          0.91"
"서울특별시 구로구 수궁동(1153079000)","22,266","9,987","          2.23","10,882","11,384","          0.96"
"서울특별시 구로구 항동(1153080000)","16,025","6,183","          2.59","7,760","8,265","          0.94"
"서울특별시 금천구 (1154500000)","224,412","121,136","          1.85","112,655","111,757","          1.01"
"서울특별시 금천구 가산동(1154551000)","24,995","18,502","          1.35","13,423","11,572","          1.16"
"서울특별시 금천구 독산제1동(1154561000)","47,130","26,152","          1.80","23,793","23,337","          1.02"
"서울특별시 금천구 독산제2동(1154562000)","17,434","9,345","          1.87","8,738","8,696","          1.00"
"서울특별시 금천구 독산제3동(1154563000)","22,910","12,662","          1.81","11,516","11,394","          1.01"
"서울특별시 금천구 독산제4동(1154564000)","14,070","7,436","          1.89","7,037","7,033","          1.00"
"서울특별시 금천구 시흥제1동(1154567000)","31,545","16,389","          1.92","15,675","15,870","          0.99"
"서울특별시 금천구 시흥제2동(1154568000)","20,081","8,114","          2.47","9,614","10,467","          0.92"
"서울특별시 금천구 시흥제3동(1154569000)","10,113","4,671","          2.17","4,979","5,134","          0.97"
"서울특별시 금천구 시흥제4동(1154570000)","18,645","8,869","          2.10","9,221","9,424","          0.98"
"서울특별시 금천구 시흥제5동(1154571000)","17,489","8,996","          1.94","8,659","8,830","          0.98"
"서울특별시 영등포구 (1156000000)","373,056","192,568","          1.94","182,470","190,586","          0.96"
"서울특별시 영등포구 영등포본동(1156051500)","20,421","10,357","          1.97","10,445","9,976","          1.05"
"서울특별시 영등포구 영등포동(1156053500)","31,246","22,460","          1.39","15,854","15,392","          1.03"
"서울특별시 영등포구 여의동(1156054000)","33,902","14,162","          2.39","15,947","17,955","          0.89"
"서울특별시 영등포구 당산제1동(1156055000)","21,119","11,889","          1.78","10,173","10,946","          0.93"
"서울특별시 영등포구 당산제2동(1156056000)","36,392","18,939","          1.92","16,927","19,465","          0.87"
"서울특별시 영등포구 도림동(1156058500)","17,567","9,816","          1.79","8,899","8,668","          1.03"
"서울특별시 영등포구 문래동(1156060500)","31,390","12,990","          2.42","15,275","16,115","          0.95"
"서울특별시 영등포구 양평제1동(1156061000)","18,174","10,048","          1.81","8,673","9,501","          0.91"
"서울특별시 영등포구 양평제2동(1156062000)","22,671","11,378","          1.99","10,953","11,718","          0.93"
"서울특별시 영등포구 신길제1동(1156063000)","19,105","11,688","          1.63","9,739","9,366","          1.04"
"서울특별시 영등포구 신길제3동(1156065000)","15,984","7,690","          2.08","7,915","8,069","          0.98"
"서울특별시 영등포구 신길제4동(1156066000)","11,897","5,685","          2.09","5,843","6,054","          0.97"
"서울특별시 영등포구 신길제5동(1156067000)","9,581","4,437","          2.16","4,657","4,924","          0.95"
"서울특별시 영등포구 신길제6동(1156068000)","17,849","9,150","          1.95","8,643","9,206","          0.94"
"서울특별시 영등포구 신길제7동(1156069000)","19,636","7,883","          2.49","9,723","9,913","          0.98"
"서울특별시 영등포구 대림제1동(1156070000)","13,436","6,857","          1.96","6,649","6,787","          0.98"
"서울특별시 영등포구 대림제2동(1156071000)","11,629","6,902","          1.68","5,651","5,978","          0.95"
"서울특별시 영등포구 대림제3동(1156072000)","21,057","10,237","          2.06","10,504","10,553","          1.00"
"서울특별시 동작구 (1159000000)","375,547","187,750","          2.00","181,267","194,280","          0.93"
"서울특별시 동작구 노량진제1동(1159051000)","32,758","17,883","          1.83","16,712","16,046","          1.04"
"서울특별시 동작구 노량진제2동(1159052000)","8,063","5,635","          1.43","4,255","3,808","          1.12"
"서울특별시 동작구 상도제1동(1159053000)","44,186","23,080","          1.91","21,421","22,765","          0.94"
"서울특별시 동작구 상도제2동(1159054000)","27,157","12,459","          2.18","12,897","14,260","          0.90"
"서울특별시 동작구 상도제3동(1159055000)","23,622","12,252","          1.93","11,211","12,411","          0.90"
"서울특별시 동작구 상도제4동(1159056000)","29,052","14,820","          1.96","14,072","14,980","          0.94"
"서울특별시 동작구 흑석동(1159060500)","30,077","13,004","          2.31","14,452","15,625","          0.92"
"서울특별시 동작구 사당제1동(1159062000)","22,382","14,046","          1.59","10,734","11,648","          0.92"
"서울특별시 동작구 사당제2동(1159063000)","27,888","12,546","          2.22","13,341","14,547","          0.92"
"서울특별시 동작구 사당제3동(1159064000)","23,372","10,389","          2.25","11,298","12,074","          0.94"
"서울특별시 동작구 사당제4동(1159065000)","13,694","7,364","          1.86","6,545","7,149","          0.92"
"서울특별시 동작구 사당제5동(1159065100)","14,045","6,741","          2.08","6,715","7,330","          0.92"
"서울특별시 동작구 대방동(1159066000)","34,205","16,214","          2.11","16,053","18,152","          0.88"
"서울특별시 동작구 신대방제1동(1159067000)","23,003","10,468","          2.20","11,044","11,959","          0.92"
"서울특별시 동작구 신대방제2동(1159068000)","22,043","10,849","          2.03","10,517","11,526","          0.91"
"서울특별시 관악구 (1162000000)","479,067","288,132","          1.66","241,013","238,054","          1.01"
"서울특별시 관악구 보라매동(1162052500)","23,239","13,012","          1.79","11,371","11,868","          0.96"
"서울특별시 관악구 청림동(1162054500)","14,423","6,371","          2.26","6,880","7,543","          0.91"
"서울특별시 관악구 성현동(1162056500)","29,012","12,638","          2.30","14,002","15,010","          0.93"
"서울특별시 관악구 행운동(1162057500)","28,731","18,384","          1.56","13,878","14,853","          0.93"
"서울특별시 관악구 낙성대동(1162058500)","17,454","12,332","          1.42","8,797","8,657","          1.02"
"서울특별시 관악구 청룡동(1162059500)","36,107","24,748","          1.46","17,330","18,777","          0.92"
"서울특별시 관악구 은천동(1162060500)","31,664","16,049","          1.97","15,529","16,135","          0.96"
"서울특별시 관악구 중앙동(1162061500)","15,248","10,494","          1.45","7,236","8,012","          0.90"
"서울특별시 관악구 인헌동(1162062500)","24,988","14,825","          1.69","12,130","12,858","          0.94"
"서울특별시 관악구 남현동(1162063000)","17,467","9,919","          1.76","8,430","9,037","          0.93"
"서울특별시 관악구 서원동(1162064500)","23,035","15,477","          1.49","12,115","10,920","          1.11"
"서울특별시 관악구 신원동(1162065500)","17,420","11,378","          1.53","8,949","8,471","          1.06"
"서울특별시 관악구 서림동(1162066500)","23,342","15,440","          1.51","12,983","10,359","          1.25"
"서울특별시 관악구 신사동(1162068500)","22,224","14,715","          1.51","11,072","11,152","          0.99"
"서울특별시 관악구 신림동(1162069500)","23,101","19,369","          1.19","12,487","10,614","          1.18"
"서울특별시 관악구 난향동(1162071500)","14,555","6,146","          2.37","7,108","7,447","          0.95"
"서울특별시 관악구 조원동(1162072500)","19,666","12,468","          1.58","9,725","9,941","          0.98"
"서울특별시 관악구 대학동(1162073500)","24,625","18,003","          1.37","15,076","9,549","          1.58"
"서울특별시 관악구 삼성동(1162074500)","19,358","9,506","          2.04","9,584","9,774","          0.98"
"서울특별시 관악구 미성동(1162076500)","28,749","14,074","          2.04","14,044","14,705","          0.96"
"서울특별시 관악구 난곡동(1162077500)","24,659","12,784","          1.93","12,287","12,372","          0.99"
"서울특별시 서초구 (1165000000)","407,958","170,810","          2.39","193,818","214,140","          0.91"
"서울특별시 서초구 서초1동(1165051000)","20,148","9,517","          2.12","9,687","10,461","          0.93"
"서울특별시 서초구 서초2동(1165052000)","24,739","11,462","          2.16","11,604","13,135","          0.88"
"서울특별시 서초구 서초3동(1165053000)","31,988","15,486","          2.07","15,089","16,899","          0.89"
"서울특별시 서초구 서초4동(1165053100)","30,215","10,677","          2.83","14,703","15,512","          0.95"
"서울특별시 서초구 잠원동(1165054000)","26,692","10,659","          2.50","12,887","13,805","          0.93"
"서울특별시 서초구 반포본동(1165055000)","229","111","          2.06","101","128","          0.79"
"서울특별시 서초구 반포1동(1165056000)","33,680","14,625","          2.30","16,452","17,228","          0.95"
"서울특별시 서초구 반포2동(1165057000)","26,659","8,582","          3.11","12,663","13,996","          0.90"
"서울특별시 서초구 반포3동(1165058000)","23,945","8,265","          2.90","11,400","12,545","          0.91"
